Open,High,Low,Close,Adj Close,Volume
1329.510009765625,1337.6099853515625,1329.510009765625,1336.3199462890625,1336.3199462890625,1966450000
1334.3699951171875,1341.5,1331.0,1340.4300537109375,1340.4300537109375,1966450000
1340.3800048828125,1344.0699462890625,1338.1199951171875,1343.010009765625,1343.010009765625,1162310000
1338.9100341796875,1338.9100341796875,1312.3299560546875,1315.43994140625,1315.43994140625,1322780000
1315.43994140625,1317.9100341796875,1299.550048828125,1307.4000244140625,1307.4000244140625,1330340000
1307.0899658203125,1310.9100341796875,1294.260009765625,1306.0999755859375,1306.0999755859375,1222900000
1307.3399658203125,1320.6099853515625,1307.3399658203125,1319.8800048828125,1319.8800048828125,3836030000
1321.6099853515625,1329.3800048828125,1320.550048828125,1327.219970703125,1327.219970703125,1252850000
1328.6400146484375,1332.0899658203125,1306.1400146484375,1306.3299560546875,1306.3299560546875,1180420000
1305.469970703125,1314.18994140625,1302.5799560546875,1308.43994140625,1308.43994140625,1025000000
1312.3699951171875,1332.280029296875,1312.3699951171875,1330.969970703125,1330.969970703125,4340470000
1330.72998046875,1331.0799560546875,1312.5899658203125,1321.1500244140625,1321.1500244140625,4223740000
1322.719970703125,1327.6800537109375,1303.989990234375,1310.1300048828125,1310.1300048828125,3964730000
1311.050048828125,1325.739990234375,1306.8599853515625,1321.8199462890625,1321.8199462890625,4531420000
1319.9200439453125,1323.2099609375,1312.27001953125,1320.02001953125,1320.02001953125,3709520000
1315.719970703125,1315.719970703125,1294.2099609375,1295.1099853515625,1295.1099853515625,4723020000
1293.4300537109375,1308.3499755859375,1291.989990234375,1304.280029296875,1304.280029296875,3740400000
1301.18994140625,1301.18994140625,1286.3699951171875,1296.3900146484375,1296.3900146484375,4050370000
1288.4599609375,1288.4599609375,1261.1199951171875,1281.8699951171875,1281.8699951171875,5201400000
1279.4599609375,1280.9100341796875,1249.050048828125,1256.8800048828125,1256.8800048828125,5833000000
1261.6099853515625,1278.8800048828125,1261.6099853515625,1273.719970703125,1273.719970703125,4134950000
1276.7099609375,1288.8800048828125,1276.1800537109375,1279.2099609375,1279.2099609375,4685500000
1281.6500244140625,1300.5799560546875,1281.6500244140625,1298.3800048828125,1298.3800048828125,4223730000
1298.2900390625,1299.3499755859375,1292.699951171875,1293.77001953125,1293.77001953125,3576550000
1292.18994140625,1300.510009765625,1284.050048828125,1297.5400390625,1297.5400390625,3842350000
1300.6099853515625,1311.3399658203125,1297.739990234375,1309.6600341796875,1309.6600341796875,4223740000
1311.800048828125,1319.1800537109375,1310.1500244140625,1313.800048828125,1313.800048828125,4223740000
1315.449951171875,1319.739990234375,1310.18994140625,1310.18994140625,1310.18994140625,3215170000
1309.3699951171875,1319.449951171875,1305.260009765625,1319.43994140625,1319.43994140625,3482580000
1321.8900146484375,1331.739990234375,1321.8900146484375,1328.260009765625,1328.260009765625,3809570000
1327.43994140625,1329.77001953125,1325.030029296875,1325.8299560546875,1325.8299560546875,3566270000
1329.47998046875,1337.8499755859375,1328.8900146484375,1332.4100341796875,1332.4100341796875,4223740000
1333.56005859375,1336.739990234375,1329.0999755859375,1332.8699951171875,1332.8699951171875,4223740000
1332.030029296875,1338.2099609375,1330.030029296875,1332.6300048828125,1332.6300048828125,3852280000
1335.93994140625,1339.3800048828125,1331.0899658203125,1335.5400390625,1335.5400390625,4223740000
1334.8199462890625,1338.800048828125,1326.56005859375,1333.510009765625,1333.510009765625,4005600000
1336.1600341796875,1339.4599609375,1322.93994140625,1328.1700439453125,1328.1700439453125,3582810000
1329.010009765625,1333.77001953125,1321.06005859375,1324.4599609375,1324.4599609375,3478970000
1321.9599609375,1321.9599609375,1309.510009765625,1314.1600341796875,1314.1600341796875,4275490000
1314.030029296875,1321.3499755859375,1309.18994140625,1314.4100341796875,1314.4100341796875,3850860000
1311.1300048828125,1316.7900390625,1302.4200439453125,1314.52001953125,1314.52001953125,3872630000
1314.5400390625,1322.8800048828125,1313.6800537109375,1319.6800537109375,1319.6800537109375,4223740000
1313.3499755859375,1313.3499755859375,1294.699951171875,1305.1400146484375,1305.1400146484375,4223740000
1305.989990234375,1312.699951171875,1303.969970703125,1312.6199951171875,1312.6199951171875,3886300000
1319.1199951171875,1332.6600341796875,1319.1199951171875,1330.3599853515625,1330.3599853515625,4236280000
1333.22998046875,1337.489990234375,1332.8299560546875,1337.3800048828125,1337.3800048828125,3587240000
1337.1400146484375,1337.550048828125,1331.469970703125,1335.25,1335.25,2142130000
1336.75,1349.550048828125,1336.75,1347.239990234375,1347.239990234375,3908060000
1348.4300537109375,1357.489990234375,1344.25,1355.6600341796875,1355.6600341796875,4051570000
1353.8599853515625,1361.7099609375,1353.5999755859375,1360.47998046875,1360.47998046875,4036820000
1360.1400146484375,1364.56005859375,1358.68994140625,1363.6099853515625,1363.6099853515625,3479070000
1365.2099609375,1370.5799560546875,1358.5899658203125,1361.219970703125,1361.219970703125,3846250000
1359.760009765625,1360.8399658203125,1349.52001953125,1356.6199951171875,1356.6199951171875,4223740000
1355.9000244140625,1355.9000244140625,1341.5,1347.3199462890625,1347.3199462890625,4223740000
1344.1600341796875,1348.0,1329.1700439453125,1335.0999755859375,1335.0999755859375,3846250000
1340.239990234375,1354.3599853515625,1335.5799560546875,1340.199951171875,1340.199951171875,4223740000
1340.199951171875,1349.43994140625,1338.6400146484375,1346.2900390625,1346.2900390625,4265250000
1348.3399658203125,1359.43994140625,1348.3399658203125,1357.1600341796875,1357.1600341796875,4223740000
1354.510009765625,1354.510009765625,1336.3599853515625,1342.0799560546875,1342.0799560546875,3846250000
1339.3900146484375,1351.050048828125,1332.030029296875,1348.6500244140625,1348.6500244140625,3777210000
1348.68994140625,1350.469970703125,1333.3599853515625,1337.77001953125,1337.77001953125,3426660000
1334.77001953125,1343.3299560546875,1327.3199462890625,1329.469970703125,1329.469970703125,3846250000
1326.0999755859375,1330.4200439453125,1318.510009765625,1328.97998046875,1328.97998046875,4053970000
1328.5400390625,1341.8199462890625,1326.5899658203125,1340.6800537109375,1340.6800537109375,3922030000
1342.4000244140625,1346.8199462890625,1336.3599853515625,1343.5999755859375,1343.5999755859375,3626110000
1342.0,1342.0,1330.6700439453125,1333.27001953125,1333.27001953125,4066020000
1333.0699462890625,1333.0699462890625,1312.8800048828125,1317.3699951171875,1317.3699951171875,3255580000
1317.699951171875,1323.719970703125,1313.8699951171875,1316.280029296875,1316.280029296875,3846250000
1316.3599853515625,1325.8599853515625,1311.800048828125,1320.469970703125,1320.469970703125,4109670000
1320.6400146484375,1328.510009765625,1314.4100341796875,1325.68994140625,1325.68994140625,3259470000
1325.68994140625,1334.6199951171875,1325.68994140625,1331.0999755859375,1331.0999755859375,3124560000
1331.0999755859375,1345.199951171875,1331.0999755859375,1345.199951171875,1345.199951171875,4696240000
1345.199951171875,1345.199951171875,1313.7099609375,1314.550048828125,1314.550048828125,4241090000
1314.550048828125,1318.030029296875,1305.6099853515625,1312.93994140625,1312.93994140625,3762170000
1312.93994140625,1312.93994140625,1297.9000244140625,1300.1600341796875,1300.1600341796875,3505030000
1300.260009765625,1300.260009765625,1284.719970703125,1286.1700439453125,1286.1700439453125,3555980000
1286.31005859375,1296.219970703125,1284.739990234375,1284.93994140625,1284.93994140625,3846250000
1284.6300048828125,1287.0400390625,1277.4200439453125,1279.56005859375,1279.56005859375,3970810000
1279.6300048828125,1294.5400390625,1279.6300048828125,1289.0,1289.0,3332510000
1288.5999755859375,1288.5999755859375,1268.280029296875,1270.97998046875,1270.97998046875,3846250000
1271.31005859375,1277.0400390625,1265.6400146484375,1271.8299560546875,1271.8299560546875,4132520000
1272.219970703125,1292.5,1272.219970703125,1287.8699951171875,1287.8699951171875,3500280000
1287.8699951171875,1287.8699951171875,1261.9000244140625,1265.4200439453125,1265.4200439453125,4070500000
1265.530029296875,1274.1099853515625,1258.0699462890625,1267.6400146484375,1267.6400146484375,3846250000
1268.5799560546875,1279.8199462890625,1267.4000244140625,1271.5,1271.5,4916460000
1271.5,1280.4200439453125,1267.56005859375,1278.3599853515625,1278.3599853515625,3464660000
1278.4000244140625,1297.6199951171875,1278.4000244140625,1295.52001953125,1295.52001953125,4056150000
1295.47998046875,1298.6099853515625,1286.7900390625,1287.1400146484375,1287.1400146484375,3718420000
1286.5999755859375,1286.5999755859375,1262.8699951171875,1283.5,1283.5,4983450000
1283.0400390625,1283.9300537109375,1267.239990234375,1268.449951171875,1268.449951171875,3665340000
1268.43994140625,1284.9100341796875,1267.530029296875,1280.0999755859375,1280.0999755859375,3479070000
1280.2099609375,1296.800048828125,1280.2099609375,1296.6700439453125,1296.6700439453125,3681500000
1296.8499755859375,1309.2099609375,1296.8499755859375,1307.4100341796875,1307.4100341796875,4347540000
1307.6400146484375,1321.969970703125,1307.6400146484375,1320.6400146484375,1320.6400146484375,4200500000
1320.6400146484375,1341.010009765625,1318.1800537109375,1339.6700439453125,1339.6700439453125,3796930000
1339.5899658203125,1340.8900146484375,1334.300048828125,1337.8800048828125,1337.8800048828125,3722320000
1337.56005859375,1340.93994140625,1330.9200439453125,1339.219970703125,1339.219970703125,3564190000
1339.6199951171875,1356.47998046875,1339.6199951171875,1353.219970703125,1353.219970703125,4069530000
1352.3900146484375,1352.3900146484375,1333.7099609375,1343.800048828125,1343.800048828125,3594360000
1343.31005859375,1343.31005859375,1316.4200439453125,1319.489990234375,1319.489990234375,3879130000
1319.6099853515625,1327.1700439453125,1313.3299560546875,1313.6400146484375,1313.6400146484375,4227890000
1314.449951171875,1331.47998046875,1314.449951171875,1317.719970703125,1317.719970703125,4060080000
1317.739990234375,1326.8800048828125,1306.510009765625,1308.8699951171875,1308.8699951171875,4358570000
1308.8699951171875,1317.699951171875,1307.52001953125,1316.1400146484375,1316.1400146484375,4242760000
1315.93994140625,1315.93994140625,1295.9200439453125,1305.43994140625,1305.43994140625,4118160000
1307.0699462890625,1328.1400146484375,1307.0699462890625,1326.72998046875,1326.72998046875,4304600000
1328.6600341796875,1330.4300537109375,1323.6500244140625,1325.8399658203125,1325.8399658203125,3767420000
1325.6500244140625,1347.0,1325.6500244140625,1343.800048828125,1343.800048828125,4837430000
1343.800048828125,1346.0999755859375,1336.949951171875,1345.02001953125,1345.02001953125,3522830000
1344.3199462890625,1344.3199462890625,1331.0899658203125,1337.4300537109375,1337.4300537109375,3536890000
1337.3900146484375,1338.510009765625,1329.5899658203125,1331.93994140625,1331.93994140625,4007050000
1331.9100341796875,1331.9100341796875,1303.489990234375,1304.8900146484375,1304.8900146484375,3479040000
1304.8399658203125,1316.3199462890625,1299.1600341796875,1300.6700439453125,1300.6700439453125,4951800000
1300.1199951171875,1304.1600341796875,1282.8599853515625,1292.280029296875,1292.280029296875,5061190000
1292.5899658203125,1307.3800048828125,1274.72998046875,1286.93994140625,1286.93994140625,4967390000
1286.56005859375,1286.56005859375,1254.030029296875,1254.050048828125,1254.050048828125,5206290000
1254.25,1261.199951171875,1234.56005859375,1260.3399658203125,1260.3399658203125,6446940000
1260.22998046875,1260.22998046875,1199.5400390625,1200.0699462890625,1200.0699462890625,4266530000
1200.280029296875,1218.1099853515625,1168.0899658203125,1199.3800048828125,1199.3800048828125,5454590000
1198.47998046875,1198.47998046875,1119.280029296875,1119.4599609375,1119.4599609375,2615150000
1120.22998046875,1172.8800048828125,1101.5400390625,1172.530029296875,1172.530029296875,2366660000
1171.77001953125,1171.77001953125,1118.010009765625,1120.760009765625,1120.760009765625,5018070000
1121.300048828125,1186.2900390625,1121.300048828125,1172.6400146484375,1172.6400146484375,3685050000
1172.8699951171875,1189.0400390625,1170.739990234375,1178.81005859375,1178.81005859375,5640380000
1178.8599853515625,1204.489990234375,1178.8599853515625,1204.489990234375,1204.489990234375,4272850000
1204.219970703125,1204.219970703125,1180.530029296875,1192.760009765625,1192.760009765625,5071600000
1192.8900146484375,1208.469970703125,1184.3599853515625,1193.8900146484375,1193.8900146484375,4388340000
1189.6199951171875,1189.6199951171875,1131.030029296875,1140.6500244140625,1140.6500244140625,3234810000
1140.469970703125,1154.5400390625,1122.050048828125,1123.530029296875,1123.530029296875,5167560000
1123.550048828125,1145.489990234375,1121.0899658203125,1123.8199462890625,1123.8199462890625,5436260000
1124.3599853515625,1162.3499755859375,1124.3599853515625,1162.3499755859375,1162.3499755859375,5013170000
1162.1600341796875,1178.56005859375,1156.300048828125,1177.5999755859375,1177.5999755859375,5315310000
1176.68994140625,1190.6800537109375,1155.469970703125,1159.27001953125,1159.27001953125,5748420000
1158.8499755859375,1181.22998046875,1135.9100341796875,1176.800048828125,1176.800048828125,5035320000
1177.9100341796875,1210.280029296875,1177.9100341796875,1210.0799560546875,1210.0799560546875,4228070000
1209.760009765625,1220.0999755859375,1195.77001953125,1212.9200439453125,1212.9200439453125,4572570000
1213.0,1230.7099609375,1209.3499755859375,1218.8900146484375,1218.8900146484375,5267840000
1219.1199951171875,1229.2900390625,1203.8499755859375,1204.4200439453125,1204.4200439453125,4780410000
1203.9000244140625,1203.9000244140625,1170.56005859375,1173.969970703125,1173.969970703125,4401740000
1173.969970703125,1173.969970703125,1140.1300048828125,1165.239990234375,1165.239990234375,5103980000
1165.8499755859375,1198.6199951171875,1165.8499755859375,1198.6199951171875,1198.6199951171875,4441040000
1197.97998046875,1204.4000244140625,1183.3399658203125,1185.9000244140625,1185.9000244140625,4465170000
1185.3699951171875,1185.3699951171875,1148.3699951171875,1154.22998046875,1154.22998046875,4586370000
1153.5,1162.52001953125,1136.0699462890625,1162.27001953125,1162.27001953125,5168550000
1162.5899658203125,1176.4100341796875,1157.43994140625,1172.8699951171875,1172.8699951171875,4681370000
1173.3199462890625,1202.3800048828125,1162.72998046875,1188.6800537109375,1188.6800537109375,4986740000
1189.43994140625,1209.1099853515625,1189.43994140625,1209.1099853515625,1209.1099853515625,4479730000
1209.2099609375,1220.06005859375,1204.4599609375,1216.010009765625,1216.010009765625,5248890000
1214.989990234375,1214.989990234375,1188.3599853515625,1204.0899658203125,1204.0899658203125,4254190000
1204.5,1220.3900146484375,1201.2900390625,1202.0899658203125,1202.0899658203125,4315610000
1203.6300048828125,1206.300048828125,1166.2099609375,1166.760009765625,1166.760009765625,4728550000
1164.550048828125,1164.550048828125,1114.219970703125,1129.56005859375,1129.56005859375,6703140000
1128.8199462890625,1141.719970703125,1121.3599853515625,1136.4300537109375,1136.4300537109375,5639930000
